campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,spend,impressions,clicks,ctr,cpc,date_start,date_stop,website_purchase_roas,spend_eur
24 FEBRUARY -Urban Corduroy Shoulder Tote Bag - 1.48 - SINGLE PRODUCT,120216985268310719,BROAD,120216990874660719,AD 1,120216990874700719,3.22,268,6,2.238806,0.536667,2023-07-27,2025-03-18,,3.0912
24 FEBRUARY -Urban Corduroy Shoulder Tote Bag - 1.48 - SINGLE PRODUCT,120216985268310719,STACK,120216990874720719,AD 2,120216990874730719,10.53,1000,36,3.6,0.2925,2023-07-27,2025-03-18,,10.108799999999999
25 FEBRUARY - Comfy Turtleneck Hooded Sweater - 1.51 - SINGLE PRODUCT,120217182609470719,BROAD 2,120217182609550719,AD 3,120217182609440719,3.18,660,18,2.727273,0.176667,2023-07-27,2025-03-18,,3.0528
25 FEBRUARY - Comfy Turtleneck Hooded Sweater - 1.51 - SINGLE PRODUCT,120217182609470719,BROAD 2,120217182609550719,AD 1,120217182735500719,0.65,140,2,1.428571,0.325,2023-07-27,2025-03-18,,0.624
25 FEBRUARY - Comfy Turtleneck Hooded Sweater - 1.51 - SINGLE PRODUCT,120217182609470719,BROAD 2,120217182609550719,AD 2,120217182735510719,0.68,26,0,0,,2023-07-27,2025-03-18,,0.6528
25 FEBRUARY - Comfy Turtleneck Hooded Sweater - 1.51 - SINGLE PRODUCT,120217182609470719,STACK 1,120217182744630719,AD 1,120217182744570719,0.32,52,2,3.846154,0.16,2023-07-27,2025-03-18,,0.3072
25 FEBRUARY - Comfy Turtleneck Hooded Sweater - 1.51 - SINGLE PRODUCT,120217182609470719,STACK 1,120217182744630719,AD 3,120217182744600719,0.92,104,4,3.846154,0.23,2023-07-27,2025-03-18,,0.8832
25 FEBRUARY - Comfy Turtleneck Hooded Sweater - 1.51 - SINGLE PRODUCT,120217182609470719,STACK 2,120217182744580719,AD 2,120217182744610719,0.5,51,0,0,,2023-07-27,2025-03-18,,0.48
25 FEBRUARY - Comfy Turtleneck Hooded Sweater - 1.51 - SINGLE PRODUCT,120217182609470719,STACK 2,120217182744580719,AD 1,120217182744620719,0.78,37,1,2.702703,0.78,2023-07-27,2025-03-18,,0.7488
25 FEBRUARY - Comfy Turtleneck Hooded Sweater - 1.51 - SINGLE PRODUCT,120217182609470719,BROAD 1,120217182744590719,AD 1,120217182744640719,6.46,332,5,1.506024,1.292,2023-07-27,2025-03-18,,6.2016
25 FEBRUARY - Comfy Turtleneck Hooded Sweater - 1.51 - SINGLE PRODUCT,120217182609470719,STACK 2,120217182744580719,AD 3,120217182744650719,2.02,149,1,0.671141,2.02,2023-07-27,2025-03-18,,1.9392
25 FEBRUARY - Comfy Turtleneck Hooded Sweater - 1.51 - SINGLE PRODUCT,120217182609470719,BROAD 1,120217182744590719,AD 3,120217182744660719,9.42,1262,19,1.505547,0.495789,2023-07-27,2025-03-18,,9.043199999999999
25 FEBRUARY - Comfy Turtleneck Hooded Sweater - 1.51 - SINGLE PRODUCT,120217182609470719,BROAD 1,120217182744590719,AD 2,120217182744670719,1.76,212,2,0.943396,0.88,2023-07-27,2025-03-18,,1.6896
25 FEBRUARY - Comfy Turtleneck Hooded Sweater - 1.51 - SINGLE PRODUCT,120217182609470719,STACK 1,120217182744630719,AD 2,120217182744680719,0.08,13,1,7.692308,0.08,2023-07-27,2025-03-18,,0.0768
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,ENGAGED SHOPPERS,120217183388680719,AD 1,120217183388590719,2.29,182,13,7.142857,0.176154,2023-07-27,2025-03-18,,2.1984
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,ENGAGED SHOPPERS,120217183388680719,AD 2,120217183589150719,2.94,174,1,0.574713,2.94,2023-07-27,2025-03-18,,2.8224
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,ENGAGED SHOPPERS,120217183388680719,AD 3,120217183589160719,17.31,985,28,2.84264,0.618214,2023-07-27,2025-03-18,,16.6176
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,ENGAGED SHOPPERS,120217183388680719,AD 4,120217183589170719,0.97,51,1,1.960784,0.97,2023-07-27,2025-03-18,,0.9311999999999999
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,ENGAGED SHOPPERS,120217183388680719,AD 5,120217183589180719,0.72,84,8,9.52381,0.09,2023-07-27,2025-03-18,,0.6911999999999999
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,BROAD,120217184226260719,AD 2,120217184226290719,2.26,124,8,6.451613,0.2825,2023-07-27,2025-03-18,,2.1695999999999995
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,BROAD,120217184226260719,AD 5,120217184226300719,0.81,242,2,0.826446,0.405,2023-07-27,2025-03-18,,0.7776000000000001
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,ONLINE SHOPPING,120217184226270719,AD 5,120217184226310719,1.36,92,1,1.086957,1.36,2023-07-27,2025-03-18,,1.3056
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,ONLINE SHOPPING,120217184226270719,AD 3,120217184226320719,47.16,3033,122,4.02242,0.386557,2023-07-27,2025-03-18,"[{'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '2.2095'}]",45.273599999999995
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,BROAD,120217184226260719,AD 3,120217184226330719,1.52,129,2,1.550388,0.76,2023-07-27,2025-03-18,,1.4592
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,BROAD,120217184226260719,AD 4,120217184226340719,1.07,79,3,3.797468,0.356667,2023-07-27,2025-03-18,,1.0272000000000001
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,ONLINE SHOPPING,120217184226270719,AD 4,120217184226350719,2.7,172,5,2.906977,0.54,2023-07-27,2025-03-18,,2.592
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,BROAD,120217184226260719,AD 1,120217184226370719,0.61,35,1,2.857143,0.61,2023-07-27,2025-03-18,,0.5856
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,ONLINE SHOPPING,120217184226270719,AD 1,120217184226380719,2.63,152,4,2.631579,0.6575,2023-07-27,2025-03-18,,2.5248
25 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION,120217183388690719,ONLINE SHOPPING,120217184226270719,AD 2,120217184226390719,0.97,48,3,6.25,0.323333,2023-07-27,2025-03-18,,0.9311999999999999
25 FEBRUARY - Trendy Blouse and Pants Set - 1.53 - SINGLE PRODUCT,120217184995560719,BROAD 1,120217184995550719,AD 3,120217184995620719,1.76,111,3,2.702703,0.586667,2023-07-27,2025-03-18,,1.6896
25 FEBRUARY - Trendy Blouse and Pants Set - 1.53 - SINGLE PRODUCT,120217184995560719,BROAD 1,120217184995550719,AD 1,120217185698020719,9.52,741,38,5.128205,0.250526,2023-07-27,2025-03-18,,9.139199999999999
25 FEBRUARY - Trendy Blouse and Pants Set - 1.53 - SINGLE PRODUCT,120217184995560719,BROAD 1,120217184995550719,AD 2,120217185698030719,0.79,46,4,8.695652,0.1975,2023-07-27,2025-03-18,,0.7584
25 FEBRUARY - Trendy Blouse and Pants Set - 1.53 - SINGLE PRODUCT,120217184995560719,STACK 1,120217185703660719,AD 3,120217185703600719,0.52,48,0,0,,2023-07-27,2025-03-18,,0.4992
25 FEBRUARY - Trendy Blouse and Pants Set - 1.53 - SINGLE PRODUCT,120217184995560719,STACK 2,120217185703590719,AD 3,120217185703610719,0.37,12,0,0,,2023-07-27,2025-03-18,,0.35519999999999996
25 FEBRUARY - Trendy Blouse and Pants Set - 1.53 - SINGLE PRODUCT,120217184995560719,STACK 1,120217185703660719,AD 1,120217185703620719,9.63,430,16,3.72093,0.601875,2023-07-27,2025-03-18,,9.2448
25 FEBRUARY - Trendy Blouse and Pants Set - 1.53 - SINGLE PRODUCT,120217184995560719,STACK 2,120217185703590719,AD 1,120217185703630719,3.41,150,9,6,0.378889,2023-07-27,2025-03-18,,3.2736
25 FEBRUARY - Trendy Blouse and Pants Set - 1.53 - SINGLE PRODUCT,120217184995560719,STACK 2,120217185703590719,AD 2,120217185703640719,1.26,123,1,0.813008,1.26,2023-07-27,2025-03-18,,1.2096
25 FEBRUARY - Trendy Blouse and Pants Set - 1.53 - SINGLE PRODUCT,120217184995560719,BROAD 2,120217185703650719,AD 3,120217185703670719,0.79,19,2,10.526316,0.395,2023-07-27,2025-03-18,,0.7584
25 FEBRUARY - Trendy Blouse and Pants Set - 1.53 - SINGLE PRODUCT,120217184995560719,BROAD 2,120217185703650719,AD 1,120217185703680719,0.43,43,0,0,,2023-07-27,2025-03-18,,0.4128
25 FEBRUARY - Trendy Blouse and Pants Set - 1.53 - SINGLE PRODUCT,120217184995560719,BROAD 2,120217185703650719,AD 2,120217185703690719,0.82,46,1,2.173913,0.82,2023-07-27,2025-03-18,,0.7871999999999999
25 FEBRUARY - Trendy Blouse and Pants Set - 1.53 - SINGLE PRODUCT,120217184995560719,STACK 1,120217185703660719,AD 2,120217185703700719,0.24,25,1,4,0.24,2023-07-27,2025-03-18,,0.2304
25 FEBRUARY - Premium Comfort Sneakers - 1.57 - SINGLE PRODUCT,120217186058700719,BROAD 1,120217186058800719,AD 1,120217186058810719,0.04,6,0,0,,2023-07-27,2025-03-18,,0.0384
25 FEBRUARY - Premium Comfort Sneakers - 1.57 - SINGLE PRODUCT,120217186058700719,BROAD 1,120217186058800719,AD 2,120217186099430719,0.33,37,2,5.405405,0.165,2023-07-27,2025-03-18,,0.3168
25 FEBRUARY - Premium Comfort Sneakers - 1.57 - SINGLE PRODUCT,120217186058700719,BROAD 1,120217186058800719,AD 3,120217186099440719,34.17,6219,127,2.042129,0.269055,2023-07-27,2025-03-18,,32.803200000000004
25 FEBRUARY - Premium Comfort Sneakers - 1.57 - SINGLE PRODUCT,120217186058700719,STACK 1,120217186114150719,AD 2,120217186114110719,0.05,15,1,6.666667,0.05,2023-07-27,2025-03-18,,0.048
25 FEBRUARY - Premium Comfort Sneakers - 1.57 - SINGLE PRODUCT,120217186058700719,STACK 2,120217186114160719,AD 1,120217186114120719,0.22,15,0,0,,2023-07-27,2025-03-18,,0.2112
25 FEBRUARY - Premium Comfort Sneakers - 1.57 - SINGLE PRODUCT,120217186058700719,STACK 1,120217186114150719,AD 1,120217186114140719,0.53,29,2,6.896552,0.265,2023-07-27,2025-03-18,,0.5088
25 FEBRUARY - Premium Comfort Sneakers - 1.57 - SINGLE PRODUCT,120217186058700719,BROAD 2,120217186114130719,AD 1,120217186114170719,0.32,44,2,4.545455,0.16,2023-07-27,2025-03-18,,0.3072
25 FEBRUARY - Premium Comfort Sneakers - 1.57 - SINGLE PRODUCT,120217186058700719,BROAD 2,120217186114130719,AD 3,120217186114180719,8.17,1348,19,1.409496,0.43,2023-07-27,2025-03-18,,7.8431999999999995
25 FEBRUARY - Premium Comfort Sneakers - 1.57 - SINGLE PRODUCT,120217186058700719,STACK 2,120217186114160719,AD 3,120217186114190719,5,865,21,2.427746,0.238095,2023-07-27,2025-03-18,,4.8
25 FEBRUARY - Premium Comfort Sneakers - 1.57 - SINGLE PRODUCT,120217186058700719,BROAD 2,120217186114130719,AD 2,120217186114200719,0.23,22,1,4.545455,0.23,2023-07-27,2025-03-18,,0.2208
25 FEBRUARY - Premium Comfort Sneakers - 1.57 - SINGLE PRODUCT,120217186058700719,STACK 1,120217186114150719,AD 3,120217186114210719,13.47,2037,44,2.160039,0.306136,2023-07-27,2025-03-18,,12.9312
25 FEBRUARY - Premium Comfort Sneakers - 1.57 - SINGLE PRODUCT,120217186058700719,STACK 2,120217186114160719,AD 2,120217186114220719,0.1,15,1,6.666667,0.1,2023-07-27,2025-03-18,,0.096
25 FEBRUARY - Classic Corduroy Blazer - 1.63 - SINGLE PRODUCT,120217186211150719,BROAD 1,120217186211290719,AD 2,120217186211170719,0.53,45,0,0,,2023-07-27,2025-03-18,,0.5088
25 FEBRUARY - Classic Corduroy Blazer - 1.63 - SINGLE PRODUCT,120217186211150719,BROAD 1,120217186211290719,AD 1,120217186254390719,1.73,138,0,0,,2023-07-27,2025-03-18,,1.6607999999999998
25 FEBRUARY - Classic Corduroy Blazer - 1.63 - SINGLE PRODUCT,120217186211150719,BROAD 1,120217186211290719,AD 3,120217186254400719,4.45,579,12,2.072539,0.370833,2023-07-27,2025-03-18,,4.272
25 FEBRUARY - Classic Corduroy Blazer - 1.63 - SINGLE PRODUCT,120217186211150719,BROAD 2,120217186273100719,AD 1,120217186273060719,0.93,99,0,0,,2023-07-27,2025-03-18,,0.8928
25 FEBRUARY - Classic Corduroy Blazer - 1.63 - SINGLE PRODUCT,120217186211150719,STACK 1,120217186273070719,AD 3,120217186273090719,3.95,395,3,0.759494,1.316667,2023-07-27,2025-03-18,,3.792
25 FEBRUARY - Classic Corduroy Blazer - 1.63 - SINGLE PRODUCT,120217186211150719,STACK 2,120217186273080719,AD 2,120217186273110719,0.01,7,0,0,,2023-07-27,2025-03-18,,0.0096
25 FEBRUARY - Classic Corduroy Blazer - 1.63 - SINGLE PRODUCT,120217186211150719,BROAD 2,120217186273100719,AD 3,120217186273120719,4.47,950,7,0.736842,0.638571,2023-07-27,2025-03-18,,4.2912
25 FEBRUARY - Classic Corduroy Blazer - 1.63 - SINGLE PRODUCT,120217186211150719,STACK 1,120217186273070719,AD 2,120217186273130719,0,9,0,0,,2023-07-27,2025-03-18,,0.0
25 FEBRUARY - Classic Corduroy Blazer - 1.63 - SINGLE PRODUCT,120217186211150719,BROAD 2,120217186273100719,AD 2,120217186273140719,0.76,47,1,2.12766,0.76,2023-07-27,2025-03-18,,0.7296
25 FEBRUARY - Classic Corduroy Blazer - 1.63 - SINGLE PRODUCT,120217186211150719,STACK 2,120217186273080719,AD 3,120217186273150719,1.7,239,0,0,,2023-07-27,2025-03-18,,1.632
25 FEBRUARY - Classic Corduroy Blazer - 1.63 - SINGLE PRODUCT,120217186211150719,STACK 2,120217186273080719,AD 1,120217186273160719,3.14,206,6,2.912621,0.523333,2023-07-27,2025-03-18,,3.0144
25 FEBRUARY - Classic Corduroy Blazer - 1.63 - SINGLE PRODUCT,120217186211150719,STACK 1,120217186273070719,AD 1,120217186273170719,1.57,175,2,1.142857,0.785,2023-07-27,2025-03-18,,1.5072
25 FEBRUARY - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,120217186320910719,STACK 1,120217186321050719,AD 1,120217186320990719,1.11,118,0,0,,2023-07-27,2025-03-18,,1.0656
25 FEBRUARY - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,120217186320910719,STACK 1,120217186321050719,AD 2,120217186355540719,2.29,175,6,3.428571,0.381667,2023-07-27,2025-03-18,,2.1984
25 FEBRUARY - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,120217186320910719,STACK 1,120217186321050719,AD 3,120217186355550719,4.07,475,6,1.263158,0.678333,2023-07-27,2025-03-18,,3.9072
25 FEBRUARY - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,120217186320910719,BROAD 2,120217186425580719,AD 2,120217186425540719,5.75,426,5,1.173709,1.15,2023-07-27,2025-03-18,,5.52
25 FEBRUARY - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,120217186320910719,STACK 2,120217186425560719,AD 1,120217186425550719,2.99,280,19,6.785714,0.157368,2023-07-27,2025-03-18,,2.8704
25 FEBRUARY - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,120217186320910719,BROAD 2,120217186425580719,AD 1,120217186425590719,0.61,60,0,0,,2023-07-27,2025-03-18,,0.5856
25 FEBRUARY - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,120217186320910719,BROAD 1,120217186425570719,AD 3,120217186425600719,0.42,217,0,0,,2023-07-27,2025-03-18,,0.40319999999999995
25 FEBRUARY - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,120217186320910719,STACK 2,120217186425560719,AD 3,120217186425610719,2.84,371,7,1.886792,0.405714,2023-07-27,2025-03-18,,2.7264
25 FEBRUARY - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,120217186320910719,BROAD 1,120217186425570719,AD 1,120217186425620719,1.23,145,7,4.827586,0.175714,2023-07-27,2025-03-18,,1.1807999999999998
25 FEBRUARY - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,120217186320910719,BROAD 1,120217186425570719,AD 2,120217186425630719,0.63,72,1,1.388889,0.63,2023-07-27,2025-03-18,,0.6048
25 FEBRUARY - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,120217186320910719,STACK 2,120217186425560719,AD 2,120217186425640719,1.12,104,3,2.884615,0.373333,2023-07-27,2025-03-18,,1.0752000000000002
25 FEBRUARY - Elegant Classy Long Dress - 1.58 - SINGLE PRODUCT,120217186320910719,BROAD 2,120217186425580719,AD 3,120217186425650719,1.08,325,2,0.615385,0.54,2023-07-27,2025-03-18,,1.0368
26 FEBRUARY - Soft Comfy Hoodie - 1.55 - SINGLE PRODUCT,120217267583300719,BROAD 2,120217267583370719,AD 1,120217267583330719,1.29,89,4,4.494382,0.3225,2023-07-27,2025-03-18,,1.2384
26 FEBRUARY - Soft Comfy Hoodie - 1.55 - SINGLE PRODUCT,120217267583300719,BROAD 2,120217267583370719,AD 2,120217268390980719,1.81,191,3,1.570681,0.603333,2023-07-27,2025-03-18,,1.7376
26 FEBRUARY - Soft Comfy Hoodie - 1.55 - SINGLE PRODUCT,120217267583300719,BROAD 2,120217267583370719,AD 3,120217268390990719,9.71,1439,27,1.876303,0.35963,2023-07-27,2025-03-18,,9.3216
26 FEBRUARY - Soft Comfy Hoodie - 1.55 - SINGLE PRODUCT,120217267583300719,STACK 1,120217268451060719,AD 2,120217268451050719,5.49,704,7,0.994318,0.784286,2023-07-27,2025-03-18,,5.2704
26 FEBRUARY - Soft Comfy Hoodie - 1.55 - SINGLE PRODUCT,120217267583300719,BROAD 1,120217268451140719,AD 1,120217268451070719,1.71,476,2,0.420168,0.855,2023-07-27,2025-03-18,,1.6416
26 FEBRUARY - Soft Comfy Hoodie - 1.55 - SINGLE PRODUCT,120217267583300719,STACK 2,120217268451080719,AD 1,120217268451090719,0.31,67,1,1.492537,0.31,2023-07-27,2025-03-18,,0.2976
26 FEBRUARY - Soft Comfy Hoodie - 1.55 - SINGLE PRODUCT,120217267583300719,STACK 1,120217268451060719,AD 1,120217268451100719,1.18,115,2,1.73913,0.59,2023-07-27,2025-03-18,,1.1327999999999998
26 FEBRUARY - Soft Comfy Hoodie - 1.55 - SINGLE PRODUCT,120217267583300719,STACK 1,120217268451060719,AD 3,120217268451110719,0.15,78,1,1.282051,0.15,2023-07-27,2025-03-18,,0.144
26 FEBRUARY - Soft Comfy Hoodie - 1.55 - SINGLE PRODUCT,120217267583300719,BROAD 1,120217268451140719,AD 3,120217268451120719,2.8,470,12,2.553191,0.233333,2023-07-27,2025-03-18,,2.6879999999999997
26 FEBRUARY - Soft Comfy Hoodie - 1.55 - SINGLE PRODUCT,120217267583300719,STACK 2,120217268451080719,AD 3,120217268451130719,0.41,54,0,0,,2023-07-27,2025-03-18,,0.39359999999999995
26 FEBRUARY - Soft Comfy Hoodie - 1.55 - SINGLE PRODUCT,120217267583300719,BROAD 1,120217268451140719,AD 2,120217268451150719,1.18,274,1,0.364964,1.18,2023-07-27,2025-03-18,,1.1327999999999998
26 FEBRUARY - Soft Comfy Hoodie - 1.55 - SINGLE PRODUCT,120217267583300719,STACK 2,120217268451080719,AD 2,120217268451160719,1.91,397,7,1.763224,0.272857,2023-07-27,2025-03-18,,1.8336
26 FEBRUARY - Casual Supreme Sneakers - 1.53 - SINGLE PRODUCT,120217268776220719,BROAD 1,120217268776310719,AD 1,120217268776190719,0.4,51,0,0,,2023-07-27,2025-03-18,,0.384
26 FEBRUARY - Casual Supreme Sneakers - 1.53 - SINGLE PRODUCT,120217268776220719,BROAD 1,120217268776310719,AD 2,120217268992740719,0.49,56,1,1.785714,0.49,2023-07-27,2025-03-18,,0.4704
26 FEBRUARY - Casual Supreme Sneakers - 1.53 - SINGLE PRODUCT,120217268776220719,BROAD 1,120217268776310719,AD 3,120217268992750719,1.06,438,2,0.456621,0.53,2023-07-27,2025-03-18,,1.0176
26 FEBRUARY - Casual Supreme Sneakers - 1.53 - SINGLE PRODUCT,120217268776220719,BROAD 2,120217268998480719,AD 2,120217268998460719,2.3,161,5,3.10559,0.46,2023-07-27,2025-03-18,,2.2079999999999997
26 FEBRUARY - Casual Supreme Sneakers - 1.53 - SINGLE PRODUCT,120217268776220719,STACK 2,120217268998470719,AD 1,120217268998490719,0.83,134,2,1.492537,0.415,2023-07-27,2025-03-18,,0.7968
26 FEBRUARY - Casual Supreme Sneakers - 1.53 - SINGLE PRODUCT,120217268776220719,STACK 1,120217268998530719,AD 2,120217268998500719,3.11,237,6,2.531646,0.518333,2023-07-27,2025-03-18,,2.9856
26 FEBRUARY - Casual Supreme Sneakers - 1.53 - SINGLE PRODUCT,120217268776220719,STACK 2,120217268998470719,AD 3,120217268998510719,0.89,179,4,2.234637,0.2225,2023-07-27,2025-03-18,,0.8543999999999999
26 FEBRUARY - Casual Supreme Sneakers - 1.53 - SINGLE PRODUCT,120217268776220719,STACK 2,120217268998470719,AD 2,120217268998520719,5.67,500,11,2.2,0.515455,2023-07-27,2025-03-18,,5.4432
26 FEBRUARY - Casual Supreme Sneakers - 1.53 - SINGLE PRODUCT,120217268776220719,STACK 1,120217268998530719,AD 1,120217268998540719,0.35,32,0,0,,2023-07-27,2025-03-18,,0.33599999999999997
26 FEBRUARY - Casual Supreme Sneakers - 1.53 - SINGLE PRODUCT,120217268776220719,BROAD 2,120217268998480719,AD 1,120217268998550719,0.47,71,1,1.408451,0.47,2023-07-27,2025-03-18,,0.45119999999999993
26 FEBRUARY - Casual Supreme Sneakers - 1.53 - SINGLE PRODUCT,120217268776220719,STACK 1,120217268998530719,AD 3,120217268998560719,13.1,2466,48,1.946472,0.272917,2023-07-27,2025-03-18,,12.575999999999999
26 FEBRUARY - Casual Supreme Sneakers - 1.53 - SINGLE PRODUCT,120217268776220719,BROAD 2,120217268998480719,AD 3,120217268998570719,0.41,98,3,3.061224,0.136667,2023-07-27,2025-03-18,,0.39359999999999995
26 FEBRUARY - Full Zip-up Dress Jacket - 1.54 - SINGLE PRODUCT,120217269015630719,BROAD 1,120217269015710719,AD 1,120217269015600719,0.52,53,10,18.867925,0.052,2023-07-27,2025-03-18,,0.4992
26 FEBRUARY - Full Zip-up Dress Jacket - 1.54 - SINGLE PRODUCT,120217269015630719,BROAD 1,120217269015710719,AD 2,120217269260580719,2.67,218,21,9.633028,0.127143,2023-07-27,2025-03-18,,2.5631999999999997
26 FEBRUARY - Full Zip-up Dress Jacket - 1.54 - SINGLE PRODUCT,120217269015630719,BROAD 1,120217269015710719,AD 3,120217269260590719,5.29,371,17,4.58221,0.311176,2023-07-27,2025-03-18,,5.0784
26 FEBRUARY - Full Zip-up Dress Jacket - 1.54 - SINGLE PRODUCT,120217269015630719,STACK 1,120217269498790719,AD 1,120217269498710719,3.87,406,39,9.605911,0.099231,2023-07-27,2025-03-18,,3.7152
26 FEBRUARY - Full Zip-up Dress Jacket - 1.54 - SINGLE PRODUCT,120217269015630719,BROAD 2,120217269498700719,AD 1,120217269498720719,0.35,36,4,11.111111,0.0875,2023-07-27,2025-03-18,,0.33599999999999997
26 FEBRUARY - Full Zip-up Dress Jacket - 1.54 - SINGLE PRODUCT,120217269015630719,STACK 2,120217269498690719,AD 1,120217269498730719,0.25,21,1,4.761905,0.25,2023-07-27,2025-03-18,,0.24
26 FEBRUARY - Full Zip-up Dress Jacket - 1.54 - SINGLE PRODUCT,120217269015630719,STACK 1,120217269498790719,AD 2,120217269498740719,0.16,13,0,0,,2023-07-27,2025-03-18,,0.1536
26 FEBRUARY - Full Zip-up Dress Jacket - 1.54 - SINGLE PRODUCT,120217269015630719,BROAD 2,120217269498700719,AD 2,120217269498750719,0.11,16,2,12.5,0.055,2023-07-27,2025-03-18,,0.1056
26 FEBRUARY - Full Zip-up Dress Jacket - 1.54 - SINGLE PRODUCT,120217269015630719,STACK 1,120217269498790719,AD 3,120217269498760719,1.5,129,3,2.325581,0.5,2023-07-27,2025-03-18,,1.44
26 FEBRUARY - Full Zip-up Dress Jacket - 1.54 - SINGLE PRODUCT,120217269015630719,BROAD 2,120217269498700719,AD 3,120217269498770719,2.24,131,1,0.763359,2.24,2023-07-27,2025-03-18,,2.1504000000000003
26 FEBRUARY - Full Zip-up Dress Jacket - 1.54 - SINGLE PRODUCT,120217269015630719,STACK 2,120217269498690719,AD 3,120217269498780719,7.67,564,15,2.659574,0.511333,2023-07-27,2025-03-18,,7.3632
26 FEBRUARY - Full Zip-up Dress Jacket - 1.54 - SINGLE PRODUCT,120217269015630719,STACK 2,120217269498690719,AD 2,120217269498800719,0.5,33,3,9.090909,0.166667,2023-07-27,2025-03-18,,0.48
26 FEBRUARY - Classic Elegant Leather BIker Jacket - 1.58 - SINGLE PRODUCT,120217271446990719,BROAD 1,120217271446890719,AD 1,120217271446940719,1.28,118,1,0.847458,1.28,2023-07-27,2025-03-18,,1.2288
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,ENGAGED SHOPPERS,120217273545120719,AD 5,120217273545010719,0.94,39,7,17.948718,0.134286,2023-07-27,2025-03-18,,0.9023999999999999
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,ENGAGED SHOPPERS,120217273545120719,AD 4,120217273545020719,0.24,20,1,5,0.24,2023-07-27,2025-03-18,,0.2304
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,ENGAGED SHOPPERS,120217273545120719,AD 2,120217273545030719,0.25,23,1,4.347826,0.25,2023-07-27,2025-03-18,,0.24
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,ENGAGED SHOPPERS,120217273545120719,AD 1,120217273545060719,0.12,15,1,6.666667,0.12,2023-07-27,2025-03-18,,0.1152
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,ENGAGED SHOPPERS,120217273545120719,AD 3,120217273545130719,3.38,218,20,9.174312,0.169,2023-07-27,2025-03-18,,3.2447999999999997
26 FEBRUARY - Classic Elegant Leather BIker Jacket - 1.58 - SINGLE PRODUCT,120217271446990719,BROAD 1,120217271446890719,AD 3,120217273878690719,0.98,115,0,0,,2023-07-27,2025-03-18,,0.9408
26 FEBRUARY - Classic Elegant Leather BIker Jacket - 1.58 - SINGLE PRODUCT,120217271446990719,BROAD 1,120217271446890719,AD 2,120217273878700719,5.39,485,11,2.268041,0.49,2023-07-27,2025-03-18,,5.1743999999999994
26 FEBRUARY - Classic Elegant Leather BIker Jacket - 1.58 - SINGLE PRODUCT,120217271446990719,BROAD 2,120217274006040719,AD 2,120217274006010719,4.01,485,4,0.824742,1.0025,2023-07-27,2025-03-18,,3.8495999999999997
26 FEBRUARY - Classic Elegant Leather BIker Jacket - 1.58 - SINGLE PRODUCT,120217271446990719,STACK 2,120217274006030719,AD 1,120217274006050719,0.59,44,2,4.545455,0.295,2023-07-27,2025-03-18,,0.5663999999999999
26 FEBRUARY - Classic Elegant Leather BIker Jacket - 1.58 - SINGLE PRODUCT,120217271446990719,BROAD 2,120217274006040719,AD 1,120217274006060719,1.17,126,3,2.380952,0.39,2023-07-27,2025-03-18,,1.1232
