campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,spend,impressions,clicks,ctr,cpc,date_start,date_stop,website_purchase_roas,spend_eur
7 FEBRUARY - Retro Square Heeled Pumps - 1.48 - SINGLE PRODUCT,120215874818660719,BROAD 2,120215875531100719,AD 2,120215875531200719,2.56,376,3,0.797872,0.853333,2023-07-27,2025-03-18,,2.4576
7 FEBRUARY - Retro Square Heeled Pumps - 1.48 - SINGLE PRODUCT,120215874818660719,STACK 2,120215875531130719,AD 3,120215875531210719,3.72,467,3,0.642398,1.24,2023-07-27,2025-03-18,,3.5712
7 FEBRUARY - Cheerful Colorful Turtleneck - 1.45 - SINGLE PRODUCT,120215875549160719,BROAD 1,120215875549280719,AD 3,120215875549140719,2.15,241,2,0.829876,1.075,2023-07-27,2025-03-18,,2.064
7 FEBRUARY - Cheerful Colorful Turtleneck - 1.45 - SINGLE PRODUCT,120215875549160719,BROAD 1,120215875549280719,AD 1,120215875723440719,1.77,166,3,1.807229,0.59,2023-07-27,2025-03-18,,1.6992
7 FEBRUARY - Cheerful Colorful Turtleneck - 1.45 - SINGLE PRODUCT,120215875549160719,BROAD 1,120215875549280719,AD 2,120215875723450719,9.86,1404,39,2.777778,0.252821,2023-07-27,2025-03-18,,9.465599999999998
7 FEBRUARY - Cheerful Colorful Turtleneck - 1.45 - SINGLE PRODUCT,120215875549160719,BROAD 2,120215875742220719,AD 2,120215875742250719,4,633,12,1.895735,0.333333,2023-07-27,2025-03-18,,3.84
7 FEBRUARY - Cheerful Colorful Turtleneck - 1.45 - SINGLE PRODUCT,120215875549160719,BROAD 2,120215875742220719,AD 3,120215875742260719,0.36,63,1,1.587302,0.36,2023-07-27,2025-03-18,,0.34559999999999996
7 FEBRUARY - Cheerful Colorful Turtleneck - 1.45 - SINGLE PRODUCT,120215875549160719,BROAD 2,120215875742220719,AD 1,120215875742270719,0.6,99,0,0,,2023-07-27,2025-03-18,,0.576
7 FEBRUARY - Cheerful Colorful Turtleneck - 1.45 - SINGLE PRODUCT,120215875549160719,STACK 1,120215875742230719,AD 2,120215875742280719,1.87,295,7,2.372881,0.267143,2023-07-27,2025-03-18,,1.7952000000000001
7 FEBRUARY - Cheerful Colorful Turtleneck - 1.45 - SINGLE PRODUCT,120215875549160719,STACK 2,120215875742240719,AD 2,120215875742290719,15.27,2185,71,3.249428,0.21507,2023-07-27,2025-03-18,,14.659199999999998
7 FEBRUARY - Cheerful Colorful Turtleneck - 1.45 - SINGLE PRODUCT,120215875549160719,STACK 1,120215875742230719,AD 1,120215875742300719,0.2,21,1,4.761905,0.2,2023-07-27,2025-03-18,,0.192
7 FEBRUARY - Cheerful Colorful Turtleneck - 1.45 - SINGLE PRODUCT,120215875549160719,STACK 1,120215875742230719,AD 3,120215875742310719,2.43,427,9,2.107728,0.27,2023-07-27,2025-03-18,,2.3328
7 FEBRUARY - Cheerful Colorful Turtleneck - 1.45 - SINGLE PRODUCT,120215875549160719,STACK 2,120215875742240719,AD 1,120215875742320719,0.1,32,1,3.125,0.1,2023-07-27,2025-03-18,,0.096
7 FEBRUARY - Cheerful Colorful Turtleneck - 1.45 - SINGLE PRODUCT,120215875549160719,STACK 2,120215875742240719,AD 3,120215875742330719,1.38,210,3,1.428571,0.46,2023-07-27,2025-03-18,,1.3247999999999998
7 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT,120215875811060719,BROAD 1,120215875811200719,AD 1,120215875811130719,12.19,1702,41,2.408931,0.297317,2023-07-27,2025-03-18,,11.702399999999999
7 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT,120215875811060719,BROAD 1,120215875811200719,AD 2,120215875934360719,5.26,450,20,4.444444,0.263,2023-07-27,2025-03-18,,5.0496
7 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT,120215875811060719,BROAD 1,120215875811200719,AD 3,120215875934370719,3.93,531,8,1.506591,0.49125,2023-07-27,2025-03-18,,3.7728
7 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT,120215875811060719,STACK 1,120215875946240719,AD 1,120215875946260719,0.18,37,2,5.405405,0.09,2023-07-27,2025-03-18,,0.17279999999999998
7 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT,120215875811060719,STACK 2,120215875946250719,AD 1,120215875946270719,1.68,193,9,4.663212,0.186667,2023-07-27,2025-03-18,,1.6127999999999998
7 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT,120215875811060719,BROAD 2,120215875946320719,AD 1,120215875946280719,0.66,85,1,1.176471,0.66,2023-07-27,2025-03-18,,0.6336
7 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT,120215875811060719,BROAD 2,120215875946320719,AD 3,120215875946290719,6.1,508,9,1.771654,0.677778,2023-07-27,2025-03-18,,5.856
7 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT,120215875811060719,STACK 2,120215875946250719,AD 2,120215875946300719,2.94,444,9,2.027027,0.326667,2023-07-27,2025-03-18,,2.8224
7 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT,120215875811060719,STACK 2,120215875946250719,AD 3,120215875946310719,0.26,29,3,10.344828,0.086667,2023-07-27,2025-03-18,,0.2496
7 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT,120215875811060719,STACK 1,120215875946240719,AD 2,120215875946330719,1.1,203,2,0.985222,0.55,2023-07-27,2025-03-18,,1.056
7 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT,120215875811060719,BROAD 2,120215875946320719,AD 2,120215875946340719,5.03,803,10,1.24533,0.503,2023-07-27,2025-03-18,"[{'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '18.500994'}]",4.8288
7 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT,120215875811060719,STACK 1,120215875946240719,AD 3,120215875946350719,1.86,187,9,4.812834,0.206667,2023-07-27,2025-03-18,,1.7856
8 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT - RELAUNCHED,120215922902940719,BROAD 2,120215923666670719,AD 1,120215923666550719,0.38,24,0,0,,2023-07-27,2025-03-18,,0.3648
8 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT - RELAUNCHED,120215922902940719,BROAD 2,120215923666670719,AD 2,120215923666580719,0.65,31,2,6.451613,0.325,2023-07-27,2025-03-18,,0.624
8 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT - RELAUNCHED,120215922902940719,BROAD 2,120215923666670719,AD 3,120215923666660719,3.48,726,11,1.515152,0.316364,2023-07-27,2025-03-18,,3.3407999999999998
8 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT - RELAUNCHED,120215922902940719,STACK 2,120215924269620719,AD 1,120215924269570719,1.35,152,5,3.289474,0.27,2023-07-27,2025-03-18,,1.296
8 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT - RELAUNCHED,120215922902940719,STACK 1,120215924269560719,AD 3,120215924269590719,3.18,481,8,1.663202,0.3975,2023-07-27,2025-03-18,,3.0528
8 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT - RELAUNCHED,120215922902940719,BROAD 1,120215924269580719,AD 3,120215924269600719,5.77,1008,10,0.992063,0.577,2023-07-27,2025-03-18,,5.539199999999999
8 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT - RELAUNCHED,120215922902940719,STACK 1,120215924269560719,AD 2,120215924269610719,0.05,14,1,7.142857,0.05,2023-07-27,2025-03-18,,0.048
8 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT - RELAUNCHED,120215922902940719,STACK 2,120215924269620719,AD 3,120215924269630719,4.26,617,6,0.972447,0.71,2023-07-27,2025-03-18,,4.0896
8 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT - RELAUNCHED,120215922902940719,STACK 1,120215924269560719,AD 1,120215924269640719,2.39,217,5,2.304147,0.478,2023-07-27,2025-03-18,,2.2944
8 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT - RELAUNCHED,120215922902940719,BROAD 1,120215924269580719,AD 2,120215924269650719,0.09,17,0,0,,2023-07-27,2025-03-18,,0.08639999999999999
8 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT - RELAUNCHED,120215922902940719,BROAD 1,120215924269580719,AD 1,120215924269660719,0.83,84,1,1.190476,0.83,2023-07-27,2025-03-18,,0.7968
8 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT - RELAUNCHED,120215922902940719,STACK 2,120215924269620719,AD 2,120215924269670719,3.16,363,5,1.37741,0.632,2023-07-27,2025-03-18,,3.0336
8 FEBRUARY - Breathable Sport Shoes- 1.55 - SINGLE PRODUCT - RELAUNCHED,120215925484100719,BROAD 1,120215925484080719,AD 3,120215925484090719,3.19,344,5,1.453488,0.638,2023-07-27,2025-03-18,,3.0624
8 FEBRUARY - Breathable Sport Shoes- 1.55 - SINGLE PRODUCT - RELAUNCHED,120215925484100719,BROAD 1,120215925484080719,AD 1,120215926182860719,0.38,37,0,0,,2023-07-27,2025-03-18,,0.3648
8 FEBRUARY - Breathable Sport Shoes- 1.55 - SINGLE PRODUCT - RELAUNCHED,120215925484100719,BROAD 1,120215925484080719,AD 2,120215926182870719,3.02,201,0,0,,2023-07-27,2025-03-18,,2.8992
8 FEBRUARY - Breathable Sport Shoes- 1.55 - SINGLE PRODUCT - RELAUNCHED,120215925484100719,STACK 2,120215926436160719,AD 2,120215926436120719,0.17,24,0,0,,2023-07-27,2025-03-18,,0.1632
8 FEBRUARY - Breathable Sport Shoes- 1.55 - SINGLE PRODUCT - RELAUNCHED,120215925484100719,STACK 1,120215926436150719,AD 3,120215926436140719,5.22,484,10,2.066116,0.522,2023-07-27,2025-03-18,,5.0112
8 FEBRUARY - Breathable Sport Shoes- 1.55 - SINGLE PRODUCT - RELAUNCHED,120215925484100719,STACK 1,120215926436150719,AD 1,120215926436170719,2.52,141,3,2.12766,0.84,2023-07-27,2025-03-18,,2.4192
8 FEBRUARY - Breathable Sport Shoes- 1.55 - SINGLE PRODUCT - RELAUNCHED,120215925484100719,BROAD 2,120215926436130719,AD 1,120215926436180719,1.94,158,2,1.265823,0.97,2023-07-27,2025-03-18,,1.8623999999999998
8 FEBRUARY - Breathable Sport Shoes- 1.55 - SINGLE PRODUCT - RELAUNCHED,120215925484100719,STACK 1,120215926436150719,AD 2,120215926436190719,1.55,112,4,3.571429,0.3875,2023-07-27,2025-03-18,,1.488
8 FEBRUARY - Breathable Sport Shoes- 1.55 - SINGLE PRODUCT - RELAUNCHED,120215925484100719,STACK 2,120215926436160719,AD 1,120215926436200719,0.2,29,0,0,,2023-07-27,2025-03-18,,0.192
8 FEBRUARY - Breathable Sport Shoes- 1.55 - SINGLE PRODUCT - RELAUNCHED,120215925484100719,BROAD 2,120215926436130719,AD 3,120215926436210719,1.15,177,7,3.954802,0.164286,2023-07-27,2025-03-18,,1.1039999999999999
8 FEBRUARY - Breathable Sport Shoes- 1.55 - SINGLE PRODUCT - RELAUNCHED,120215925484100719,STACK 2,120215926436160719,AD 3,120215926436220719,4.04,432,10,2.314815,0.404,2023-07-27,2025-03-18,,3.8784
8 FEBRUARY - Breathable Sport Shoes- 1.55 - SINGLE PRODUCT - RELAUNCHED,120215925484100719,BROAD 2,120215926436130719,AD 2,120215926436230719,0.72,109,4,3.669725,0.18,2023-07-27,2025-03-18,,0.6911999999999999
10  FEBRUARY - Leopard Pattern Fur Jacket - 1.55- SINGLE PRODUCT,120216059707610719,STACK 1,120216059707700719,AD 1,120216059707660719,0.68,38,1,2.631579,0.68,2023-07-27,2025-03-18,,0.6528
10  FEBRUARY - Loose Casual Lounge Set - 1.57- SINGLE PRODUCT,120216060654990719,STACK 1,120216060654970719,AD 1,120216060654980719,0.06,14,0,0,,2023-07-27,2025-03-18,,0.0576
10  FEBRUARY - Modern and Ergonomic Casual Sneakers - 1.53- SINGLE PRODUCT,120216060654960719,STACK 1,120216060655030719,AD 1,120216060655010719,27.63,2921,93,3.183841,0.297097,2023-07-27,2025-03-18,,26.5248
10  FEBRUARY - Vintage Floral Print Denim Flared Pants - 1.46- SINGLE PRODUCT - Copy,120216060655000719,STACK 1,120216060654950719,AD 1,120216060655020719,0.53,40,2,5,0.265,2023-07-27,2025-03-18,,0.5088
10  FEBRUARY - Leopard Pattern Fur Jacket - 1.55- SINGLE PRODUCT,120216059707610719,STACK 1,120216059707700719,AD 2,120216061386600719,1.58,104,2,1.923077,0.79,2023-07-27,2025-03-18,,1.5168
10  FEBRUARY - Modern and Ergonomic Casual Sneakers - 1.53- SINGLE PRODUCT,120216060654960719,STACK 1,120216060655030719,AD 2,120216062079860719,0.47,55,2,3.636364,0.235,2023-07-27,2025-03-18,,0.45119999999999993
10  FEBRUARY - Vintage Floral Print Denim Flared Pants - 1.46- SINGLE PRODUCT - Copy,120216060655000719,STACK 1,120216060654950719,AD 2,120216062125300719,1.89,141,9,6.382979,0.21,2023-07-27,2025-03-18,,1.8143999999999998
10  FEBRUARY - Loose Casual Lounge Set - 1.57- SINGLE PRODUCT,120216060654990719,STACK 1,120216060654970719,AD 2,120216062139180719,5.79,1052,10,0.95057,0.579,2023-07-27,2025-03-18,,5.5584
10  FEBRUARY - Leopard Pattern Fur Jacket - 1.55- SINGLE PRODUCT,120216059707610719,BROAD,120216062374230719,AD 2,120216062374180719,0.46,40,1,2.5,0.46,2023-07-27,2025-03-18,,0.4416
10  FEBRUARY - Leopard Pattern Fur Jacket - 1.55- SINGLE PRODUCT,120216059707610719,STACK,120216062374190719,AD 1,120216062374200719,0.45,54,2,3.703704,0.225,2023-07-27,2025-03-18,,0.432
10  FEBRUARY - Leopard Pattern Fur Jacket - 1.55- SINGLE PRODUCT,120216059707610719,BROAD 1,120216062374170719,AD 1,120216062374210719,0.21,25,0,0,,2023-07-27,2025-03-18,,0.20159999999999997
10  FEBRUARY - Leopard Pattern Fur Jacket - 1.55- SINGLE PRODUCT,120216059707610719,BROAD,120216062374230719,AD 1,120216062374220719,4.71,180,11,6.111111,0.428182,2023-07-27,2025-03-18,,4.521599999999999
10  FEBRUARY - Leopard Pattern Fur Jacket - 1.55- SINGLE PRODUCT,120216059707610719,STACK,120216062374190719,AD 2,120216062374240719,18.92,899,32,3.559511,0.59125,2023-07-27,2025-03-18,,18.1632
10  FEBRUARY - Leopard Pattern Fur Jacket - 1.55- SINGLE PRODUCT,120216059707610719,BROAD 1,120216062374170719,AD 2,120216062374250719,1.58,118,2,1.694915,0.79,2023-07-27,2025-03-18,,1.5168
10  FEBRUARY - Modern and Ergonomic Casual Sneakers - 1.53- SINGLE PRODUCT,120216060654960719,BROAD 1,120216062385180719,AD 2,120216062385140719,0.45,74,1,1.351351,0.45,2023-07-27,2025-03-18,,0.432
10  FEBRUARY - Modern and Ergonomic Casual Sneakers - 1.53- SINGLE PRODUCT,120216060654960719,BROAD,120216062385130719,AD 2,120216062385150719,0.28,27,0,0,,2023-07-27,2025-03-18,,0.26880000000000004
10  FEBRUARY - Modern and Ergonomic Casual Sneakers - 1.53- SINGLE PRODUCT,120216060654960719,STACK,120216062385120719,AD 1,120216062385160719,1.03,126,2,1.587302,0.515,2023-07-27,2025-03-18,,0.9888
10  FEBRUARY - Modern and Ergonomic Casual Sneakers - 1.53- SINGLE PRODUCT,120216060654960719,BROAD,120216062385130719,AD 1,120216062385170719,0.1,25,1,4,0.1,2023-07-27,2025-03-18,,0.096
10  FEBRUARY - Modern and Ergonomic Casual Sneakers - 1.53- SINGLE PRODUCT,120216060654960719,BROAD 1,120216062385180719,AD 1,120216062385190719,0.05,6,0,0,,2023-07-27,2025-03-18,,0.048
10  FEBRUARY - Modern and Ergonomic Casual Sneakers - 1.53- SINGLE PRODUCT,120216060654960719,STACK,120216062385120719,AD 2,120216062385200719,0.09,23,2,8.695652,0.045,2023-07-27,2025-03-18,,0.08639999999999999
10  FEBRUARY - Vintage Floral Print Denim Flared Pants - 1.46- SINGLE PRODUCT - Copy,120216060655000719,BROAD,120216062393420719,AD 1,120216062393370719,0.2,20,0,0,,2023-07-27,2025-03-18,,0.192
10  FEBRUARY - Vintage Floral Print Denim Flared Pants - 1.46- SINGLE PRODUCT - Copy,120216060655000719,BROAD 1,120216062393440719,AD 2,120216062393380719,14.71,1043,26,2.492809,0.565769,2023-07-27,2025-03-18,,14.1216
10  FEBRUARY - Vintage Floral Print Denim Flared Pants - 1.46- SINGLE PRODUCT - Copy,120216060655000719,STACK,120216062393410719,AD 2,120216062393390719,1.96,145,4,2.758621,0.49,2023-07-27,2025-03-18,,1.8816
10  FEBRUARY - Vintage Floral Print Denim Flared Pants - 1.46- SINGLE PRODUCT - Copy,120216060655000719,STACK,120216062393410719,AD 1,120216062393400719,0.61,66,1,1.515152,0.61,2023-07-27,2025-03-18,,0.5856
10  FEBRUARY - Vintage Floral Print Denim Flared Pants - 1.46- SINGLE PRODUCT - Copy,120216060655000719,BROAD 1,120216062393440719,AD 1,120216062393430719,6.26,469,21,4.477612,0.298095,2023-07-27,2025-03-18,,6.0096
10  FEBRUARY - Vintage Floral Print Denim Flared Pants - 1.46- SINGLE PRODUCT - Copy,120216060655000719,BROAD,120216062393420719,AD 2,120216062393450719,0.5,35,1,2.857143,0.5,2023-07-27,2025-03-18,,0.48
10  FEBRUARY - Loose Casual Lounge Set - 1.57- SINGLE PRODUCT,120216060654990719,STACK,120216062403960719,AD 2,120216062403980719,17.93,3940,36,0.913706,0.498056,2023-07-27,2025-03-18,,17.212799999999998
10  FEBRUARY - Loose Casual Lounge Set - 1.57- SINGLE PRODUCT,120216060654990719,BROAD,120216062403970719,AD 2,120216062403990719,0.83,189,0,0,,2023-07-27,2025-03-18,,0.7968
10  FEBRUARY - Loose Casual Lounge Set - 1.57- SINGLE PRODUCT,120216060654990719,BROAD  1,120216062405000719,AD 1,120216062405010719,0.02,8,0,0,,2023-07-27,2025-03-18,,0.0192
10  FEBRUARY - Loose Casual Lounge Set - 1.57- SINGLE PRODUCT,120216060654990719,BROAD  1,120216062405000719,AD 2,120216062405020719,1.58,292,1,0.342466,1.58,2023-07-27,2025-03-18,,1.5168
10  FEBRUARY - Loose Casual Lounge Set - 1.57- SINGLE PRODUCT,120216060654990719,STACK,120216062403960719,AD 1,120216062405030719,0.15,33,0,0,,2023-07-27,2025-03-18,,0.144
10  FEBRUARY - Loose Casual Lounge Set - 1.57- SINGLE PRODUCT,120216060654990719,BROAD,120216062403970719,AD 1,120216062405040719,0.06,10,0,0,,2023-07-27,2025-03-18,,0.0576
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,STACK 1,120216067482660719,AD 4,120216067482600719,15.26,1579,26,1.646612,0.586923,2023-07-27,2025-03-18,,14.6496
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,STACK 1,120216067482660719,AD 1,120216067616140719,0.56,58,1,1.724138,0.56,2023-07-27,2025-03-18,,0.5376000000000001
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,STACK 1,120216067482660719,AD 2,120216067616150719,2.08,133,2,1.503759,1.04,2023-07-27,2025-03-18,,1.9968
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,STACK 1,120216067482660719,AD 3,120216067616160719,2.83,382,2,0.52356,1.415,2023-07-27,2025-03-18,,2.7168
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,BROAD 1,120216067634110719,AD 4,120216067634090719,0.53,54,0,0,,2023-07-27,2025-03-18,,0.5088
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,BROAD 2,120216067634120719,AD 4,120216067634100719,5.22,370,10,2.702703,0.522,2023-07-27,2025-03-18,,5.0112
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,BROAD 2,120216067634120719,AD 3,120216067634130719,3.36,335,9,2.686567,0.373333,2023-07-27,2025-03-18,,3.2255999999999996
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,STACK 2,120216067634080719,AD 3,120216067634140719,13.38,1621,33,2.03578,0.405455,2023-07-27,2025-03-18,,12.844800000000001
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,BROAD 2,120216067634120719,AD 2,120216067634150719,0.23,59,0,0,,2023-07-27,2025-03-18,,0.2208
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,BROAD 1,120216067634110719,AD 2,120216067634160719,0.44,26,0,0,,2023-07-27,2025-03-18,,0.4224
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,STACK 2,120216067634080719,AD 4,120216067634170719,3.5,276,15,5.434783,0.233333,2023-07-27,2025-03-18,,3.36
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,STACK 2,120216067634080719,AD 1,120216067634180719,0,4,0,0,,2023-07-27,2025-03-18,,0.0
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,BROAD 1,120216067634110719,AD 1,120216067634190719,0.36,29,0,0,,2023-07-27,2025-03-18,,0.34559999999999996
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,BROAD 2,120216067634120719,AD 1,120216067634200719,0,9,0,0,,2023-07-27,2025-03-18,,0.0
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,BROAD 1,120216067634110719,AD 3,120216067634210719,5.56,632,18,2.848101,0.308889,2023-07-27,2025-03-18,,5.337599999999999
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,120216067482560719,STACK 2,120216067634080719,AD 2,120216067634220719,0.89,74,1,1.351351,0.89,2023-07-27,2025-03-18,,0.8543999999999999
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,120216067694940719,ONLINE SHOPPING,120216067694950719,AD 1,120216067695030719,5.75,530,18,3.396226,0.319444,2023-07-27,2025-03-18,,5.52
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,120216067694940719,ONLINE SHOPPING,120216067694950719,AD 2,120216067876210719,3.51,432,3,0.694444,1.17,2023-07-27,2025-03-18,,3.3695999999999997
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,120216067694940719,ONLINE SHOPPING,120216067694950719,AD 3,120216067876220719,0.34,45,1,2.222222,0.34,2023-07-27,2025-03-18,,0.3264
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,120216067694940719,BROAD,120216067972870719,AD 2,120216067972840719,2.24,259,5,1.930502,0.448,2023-07-27,2025-03-18,,2.1504000000000003
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,120216067694940719,ENGAGE SHOPPERS,120216067972830719,AD 1,120216067972850719,1.83,147,1,0.680272,1.83,2023-07-27,2025-03-18,,1.7568
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,120216067694940719,ENGAGE SHOPPERS,120216067972830719,AD 3,120216067972860719,6.92,710,11,1.549296,0.629091,2023-07-27,2025-03-18,,6.643199999999999
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,120216067694940719,BROAD,120216067972870719,AD 3,120216067972880719,6.4,543,11,2.025783,0.581818,2023-07-27,2025-03-18,,6.144
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,120216067694940719,BROAD,120216067972870719,AD 1,120216067972890719,0.77,68,3,4.411765,0.256667,2023-07-27,2025-03-18,,0.7392
11 FEBRUARY- C19 ADS (Feb 07)- COLLECTION,120216067694940719,ENGAGE SHOPPERS,120216067972830719,AD 2,120216067972900719,1.59,156,8,5.128205,0.19875,2023-07-27,2025-03-18,,1.5264
11  FEBRUARY - Steel Toe Safety Shoes - 1.55- SINGLE PRODUCT,120216068682790719,BROAD 1,120216068682930719,AD 1,120216068682970719,0.12,6,0,0,,2023-07-27,2025-03-18,,0.1152
11  FEBRUARY - Steel Toe Safety Shoes - 1.55- SINGLE PRODUCT,120216068682790719,BROAD 1,120216068682930719,AD 2,120216069197260719,2.8,404,5,1.237624,0.56,2023-07-27,2025-03-18,,2.6879999999999997
11  FEBRUARY - Steel Toe Safety Shoes - 1.55- SINGLE PRODUCT,120216068682790719,BROAD 1,120216068682930719,AD 3,120216069197270719,2,171,2,1.169591,1,2023-07-27,2025-03-18,,1.92
11  FEBRUARY - Steel Toe Safety Shoes - 1.55- SINGLE PRODUCT,120216068682790719,BROAD 2,120216069207800719,AD 1,120216069207810719,0.8,56,3,5.357143,0.266667,2023-07-27,2025-03-18,,0.768
11  FEBRUARY - Steel Toe Safety Shoes - 1.55- SINGLE PRODUCT,120216068682790719,STACK 2,120216069207890719,AD 1,120216069207820719,1.77,144,6,4.166667,0.295,2023-07-27,2025-03-18,,1.6992
11  FEBRUARY - Steel Toe Safety Shoes - 1.55- SINGLE PRODUCT,120216068682790719,STACK 1,120216069207880719,AD 3,120216069207830719,0.4,17,1,5.882353,0.4,2023-07-27,2025-03-18,,0.384
11  FEBRUARY - Steel Toe Safety Shoes - 1.55- SINGLE PRODUCT,120216068682790719,BROAD 2,120216069207800719,AD 3,120216069207840719,0.21,29,0,0,,2023-07-27,2025-03-18,,0.20159999999999997
11  FEBRUARY - Steel Toe Safety Shoes - 1.55- SINGLE PRODUCT,120216068682790719,STACK 2,120216069207890719,AD 3,120216069207850719,4.92,566,9,1.590106,0.546667,2023-07-27,2025-03-18,,4.723199999999999
11  FEBRUARY - Steel Toe Safety Shoes - 1.55- SINGLE PRODUCT,120216068682790719,STACK 1,120216069207880719,AD 2,120216069207860719,1.6,221,12,5.429864,0.133333,2023-07-27,2025-03-18,,1.536
11  FEBRUARY - Steel Toe Safety Shoes - 1.55- SINGLE PRODUCT,120216068682790719,STACK 2,120216069207890719,AD 2,120216069207870719,2.98,236,13,5.508475,0.229231,2023-07-27,2025-03-18,,2.8608
11  FEBRUARY - Steel Toe Safety Shoes - 1.55- SINGLE PRODUCT,120216068682790719,STACK 1,120216069207880719,AD 1,120216069207900719,1.44,109,4,3.669725,0.36,2023-07-27,2025-03-18,,1.3823999999999999
11  FEBRUARY - Steel Toe Safety Shoes - 1.55- SINGLE PRODUCT,120216068682790719,BROAD 2,120216069207800719,AD 2,120216069207910719,1.29,165,6,3.636364,0.215,2023-07-27,2025-03-18,,1.2384
11  FEBRUARY - Cozy Graphic Sweater - 1.56 - SINGLE PRODUCT,120216069244630719,STACK 2,120216069244620719,AD 3,120216069244770719,3.44,576,5,0.868056,0.688,2023-07-27,2025-03-18,,3.3024
11  FEBRUARY - Cozy Graphic Sweater - 1.56 - SINGLE PRODUCT,120216069244630719,STACK 2,120216069244620719,AD 1,120216069309220719,1.2,162,0,0,,2023-07-27,2025-03-18,,1.152
11  FEBRUARY - Cozy Graphic Sweater - 1.56 - SINGLE PRODUCT,120216069244630719,STACK 2,120216069244620719,AD 2,120216069309230719,5.74,567,7,1.234568,0.82,2023-07-27,2025-03-18,,5.5104
