id,name,objective,status,start_time,budget_remaining,original_name,is_collection,is_single_product,collection_code,campaign_date
120218124524010719,14 MARCH - Elegant Strapless Peplum Top - 1.52 - SINGLE PRODUCT,OUTCOME_SALES,PAUSED,2025-03-14T05:00:00+0000,5133,14 MARCH - Elegant Strapless Peplum Top - 1.52 - SINGLE PRODUCT,False,True,,14 MARCH
120218124364370719,17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,OUTCOME_SALES,ACTIVE,2025-03-14T05:00:00+0000,552,17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,True,False,C36,17 MARCH
120218121233350719,14 MARCH - Orthopedic Shoes for Men - 1.46 - SINGLE PRODUCT - RELAUNCH,OUTCOME_SALES,PAUSED,2025-03-14T05:00:00+0000,5133,14 MARCH - Orthopedic Shoes for Men - 1.46 - SINGLE PRODUCT - RELAUNCH,False,True,,14 MARCH
120218121073640719,17 MARCH - Outdoor Suede Shoes - 1.57 - SINGLE PRODUCT - RELAUNCH,OUTCOME_SALES,ACTIVE,2025-03-14T05:00:00+0000,193,17 MARCH - Outdoor Suede Shoes - 1.57 - SINGLE PRODUCT - RELAUNCH,False,True,,17 MARCH
120218120740130719,14 MARCH - Pebbled Leather Keylock Handbag - 1.58 - SINGLE PRODUCT - RELAUNCH,OUTCOME_SALES,PAUSED,2025-03-14T05:00:00+0000,5133,14 MARCH - Pebbled Leather Keylock Handbag - 1.58 - SINGLE PRODUCT - RELAUNCH,False,True,,14 MARCH
120218096423380719,14 MARCH - Elegant 2 Piece Set - 1.57 - SINGLE PRODUCT - RELAUNCH,OUTCOME_SALES,PAUSED,2025-03-14T05:00:00+0000,5133,14 MARCH - Elegant 2 Piece Set - 1.57 - SINGLE PRODUCT - RELAUNCH,False,True,,14 MARCH
120218040837340719,13 MARCH - Elegant Blazer with Pattern - 1.61 - SINGLE PRODUCT,OUTCOME_SALES,PAUSED,2025-03-13T05:00:00+0000,5133,13 MARCH - Elegant Blazer with Pattern - 1.61 - SINGLE PRODUCT,False,True,,13 MARCH
120218040476920719,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,OUTCOME_SALES,PAUSED,2025-03-13T05:00:00+0000,10133,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,True,False,C35,13 MARCH
120218040316770719,17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH,OUTCOME_SALES,ACTIVE,2025-03-13T05:00:00+0000,298,17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH,True,False,C34,17 MARCH
120218040150120719,13 MARCH - Elegant Patterned Pants - 1.58 - SINGLE PRODUCT,OUTCOME_SALES,PAUSED,2025-03-13T05:00:00+0000,5133,13 MARCH - Elegant Patterned Pants - 1.58 - SINGLE PRODUCT,False,True,,13 MARCH
120218039860480719,13 MARCH - Lightweight Casual Pants - 1.46 - SINGLE PRODUCT,OUTCOME_SALES,PAUSED,2025-03-13T05:00:00+0000,5133,13 MARCH - Lightweight Casual Pants - 1.46 - SINGLE PRODUCT,False,True,,13 MARCH
120218039259560719,12 MARCH - Premium Elegant Wrap Dress - 1.36 - SINGLE PRODUCT - RELAUNCH,OUTCOME_SALES,PAUSED,2025-03-12T05:00:00+0000,5133,12 MARCH - Premium Elegant Wrap Dress - 1.36 - SINGLE PRODUCT - RELAUNCH,False,True,,12 MARCH
120217982282160719,12 MARCH - Orthopedic Shoes for Men - 1.46 - SINGLE PRODUCT,OUTCOME_SALES,PAUSED,2025-03-12T05:00:00+0000,5133,12 MARCH - Orthopedic Shoes for Men - 1.46 - SINGLE PRODUCT,False,True,,12 MARCH
120217982092700719,12 MARCH - Classic Lace Blazer - 1.59 - SINGLE PRODUCT,OUTCOME_SALES,PAUSED,2025-03-12T05:00:00+0000,5133,12 MARCH - Classic Lace Blazer - 1.59 - SINGLE PRODUCT,False,True,,12 MARCH
120217981671020719,12 MARCH - Elegant Ruffled Long Dress - 1.58 - SINGLE PRODUCT,OUTCOME_SALES,PAUSED,2025-03-12T05:00:00+0000,5133,12 MARCH - Elegant Ruffled Long Dress - 1.58 - SINGLE PRODUCT,False,True,,12 MARCH
